col1,col2
"This paper describes NomBank, a project that will provide argument structure for instances of common nouns in the Penn Treebank II corpus.",{}
NomBank is part of a larger effort to add additional layers of annotation to the Penn Treebank II corpus.,{}
"The University of Pennsylvania’s PropBank, NomBank and other annotation projects taken together should lead to the creation of better tools for the automatic analysis of text.",{}
This paper describes the NomBank project in detail including its specifications and the process involved in creating the resource.,{}
This paper introduces the NomBank project.,"{'title': '1 Introduction', 'number': '1'}"
"When complete, NomBank will provide argument structure for instances of about 5000 common nouns in the Penn Treebank II corpus.","{'title': '1 Introduction', 'number': '1'}"
NomBank is part of a larger effort to add layers of annotation to the Penn Treebank II corpus.,"{'title': '1 Introduction', 'number': '1'}"
"PropBank (Kingsbury et al., 2002; Kingsbury and Palmer, 2002; University of Pennsylvania, 2002), NomBank and other annotation projects taken together should lead to the creation of better tools for the automatic analysis of text.","{'title': '1 Introduction', 'number': '1'}"
These annotation projects may be viewed as part of what we think of as an a la carte strategy for corpus-based natural language processing.,"{'title': '1 Introduction', 'number': '1'}"
"The fragile and inaccurate multistage parsers of a few decades were replaced by treebank-based parsers, which had better performance, but typically provided more shallow analyses.1 As the same set of data is annotated with more and more levels of annotation, a new type of multistage processing becomes possible that could reintroduce this information, 1A treebank-based parser output is defined by the treebank on which it is based.","{'title': '1 Introduction', 'number': '1'}"
"As these treebanks tend to be of a fairly shallow syntactic nature, the resulting parsers tend to be so also. but in a more robust fashion.","{'title': '1 Introduction', 'number': '1'}"
Each stage of processing is defined by a body of annotated data which provides a symbolic framework for that level of representation.,"{'title': '1 Introduction', 'number': '1'}"
"Researchers are free to create and use programs that map between any two levels of representation, or which map from bare sentences to any level of representation.2 Furthermore, users are free to shop around among the available programs to map from one stage to another.","{'title': '1 Introduction', 'number': '1'}"
"The hope is that the standardization imposed by the annotated data will insure that many researchers will be working within the same set of frameworks, so that one researcher’s success will have a greater chance of benefiting the whole community.","{'title': '1 Introduction', 'number': '1'}"
"Whether or not one adapts an a la carte approach, NomBank and PropBank projects provide users with data to recognize regularizations of lexically and syntactically related sentence structures.","{'title': '1 Introduction', 'number': '1'}"
"For example, suppose one has an Information Extraction System tuned to a hiring/firing scenario (MUC, 1995).","{'title': '1 Introduction', 'number': '1'}"
One could use NomBank and PropBank to generalize patterns so that one pattern would do the work of several.,"{'title': '1 Introduction', 'number': '1'}"
"Given a pattern stating that the object (ARG1) of appoint is John and the subject (ARG0) is IBM, a PropBank/NomBank enlightened system could detect that IBM hired John from the following strings: IBM appointed John, John was appointed by IBM, IBM’s appointment of John, the appointment of John by IBM and John is the current IBM appointee.","{'title': '1 Introduction', 'number': '1'}"
Systems that do not regularize across predicates would require separate patterns for each of these environments.,"{'title': '1 Introduction', 'number': '1'}"
The NomBank project went through several stages before annotation could begin.,"{'title': '1 Introduction', 'number': '1'}"
We had to create specifications and various lexical resources to delineate the task.,"{'title': '1 Introduction', 'number': '1'}"
"Once the task was set, we identified classes of words.","{'title': '1 Introduction', 'number': '1'}"
"We used these classes to approximate lexical entries, make time estimates and create automatic procedures to aid in 2Here, we use the term “level of representation” quite loosely to include individual components of what might conventionally be considered a single level.","{'title': '1 Introduction', 'number': '1'}"
"REL = growth, ARG1 = in dividends, ARG2-EXT = 12%, ARGM-TMP = next year 8. a possible U.S. troop reduction in South Korea[NOM W/ARGMs] REL = reduction, ARG1 = U.S. troop, ARGM-LOC = in South Korea, ARGM-ADV = possible annotation.","{'title': '1 Introduction', 'number': '1'}"
"For the first nine months of the project, the NomBank staff consisted of one supervisor and one annotator.","{'title': '1 Introduction', 'number': '1'}"
"Once the specifications were nailed down, we hired additional annotators to complete the project.","{'title': '1 Introduction', 'number': '1'}"
This paper provides an overview of the project including an abbreviated version of the specifications (the full version is obtainable upon request) and a chronicle of our progress.,"{'title': '1 Introduction', 'number': '1'}"
"Figure 1 lists some sample NomBank propositions along with the class of the noun predicate (NOM stands for nominalization, DEFREL is a type of relational noun).","{'title': '2 The Specifications', 'number': '2'}"
"For each “markable” instance of a common noun in the Penn Treebank, annotators create a “proposition”, a subset of the features REL, SUPPORT, ARG0, ARG1, ARG2, ARG3, ARG4, ARGM paired with pointers to phrases in Penn Treebank II trees.","{'title': '2 The Specifications', 'number': '2'}"
"A noun instance is markable if it is accompanied by one of its arguments (ARG0, ARG1, ARG2, ARG3, ARG4) or if it is a nominalization (or similar word) and it is accompanied by one of the allowable types of adjuncts (ARGM-TMP, ARGMLOC, ARGM-ADV, ARGM-EXT, etc.)","{'title': '2 The Specifications', 'number': '2'}"
"– the same set of adjuncts used in PropBank.3 The basic idea is that each triple REL, SENSE, ARGNUM uniquely defines an argument, given a particular sense of a particular REL (or predicate), where ARGNUM is one of the numbered arguments (ARG0, ARG1, ARG2, ARG3, ARG4) and SENSE is one of the senses of that REL.","{'title': '2 The Specifications', 'number': '2'}"
"The arguments are essentially the same as the initial relations of Relational Grammar (Perlmutter and Postal, 1984; Rosen, 1984).","{'title': '2 The Specifications', 'number': '2'}"
"For example, agents tend to be classified as ARG0 (RG’s initial subject), patients and themes tend to be classified as ARG1 (RG’s initial object) and indirect objects of all kinds tend to be classified as ARG2.","{'title': '2 The Specifications', 'number': '2'}"
"The lexical entry or frame for each noun provides one inventory of argument labels for each sense of that word.4 Each proposition (cf. figure 1) consists of an instance of an argument-taking noun (REL) plus arguments (ARG0, ARG1, ARG2, ), SUPPORT items and/or adjuncts (ARGM).","{'title': '2 The Specifications', 'number': '2'}"
"SUPPORT items are words that link arguments that occur outside an NP to the nominal predicate that heads that NP, e.g., “made” SUPPORTS “We” as the ARG0 of decision in We made a decision.","{'title': '2 The Specifications', 'number': '2'}"
ARGMs are adjuncts of the noun.,"{'title': '2 The Specifications', 'number': '2'}"
"However, we only mark the sort of adjuncts that also occur in sentences: locations (ARGM-LOC), temporal (ARGM-TMP), sentence adverbial (ARGM-ADV) and various others.","{'title': '2 The Specifications', 'number': '2'}"
"Before we could begin annotation, we needed to classify all the common nouns in the corpus.","{'title': '3 Lexical Entries and Noun Classes', 'number': '3'}"
We needed to know which nouns were markable and make initial approximations of the inventories of senses and arguments for each noun.,"{'title': '3 Lexical Entries and Noun Classes', 'number': '3'}"
"Toward this end, we pooled a number of resources: COMLEX Syntax (Macleod et al., 1998a), NOMLEX (Macleod et al., 1998b) and the verb classes from (Levin, 1993).","{'title': '3 Lexical Entries and Noun Classes', 'number': '3'}"
We also used string matching techniques and hand classification in combination with programs that automatically merge crucial features of these resources.,"{'title': '3 Lexical Entries and Noun Classes', 'number': '3'}"
